0.jpg,0.14514401670446897
1.jpg,1.0
2.jpg,1.0
3.jpg,1.0
4.jpg,0.07025992562408882
5.jpg,1.0
6.jpg,1.0
7.jpg,1.0
8.jpg,1.0
9.jpg,0.3542217025833882
10.jpg,1.0
11.jpg,1.0
12.jpg,1.0
13.jpg,0.0
14.jpg,1.0
15.jpg,0.15641194773456552
16.jpg,1.0
17.jpg,1.0
18.jpg,0.14793107068344108
19.jpg,1.0
20.jpg,0.0
21.jpg,0.0031918441140233503
22.jpg,1.0
23.jpg,1.0
24.jpg,1.0
25.jpg,0.5501936529729008
26.jpg,1.0
27.jpg,1.0
28.jpg,1.0
29.jpg,1.0
30.jpg,1.0
31.jpg,0.8594667939900563
32.jpg,1.0
33.jpg,1.0
34.jpg,1.0
35.jpg,1.0
36.jpg,1.0
37.jpg,1.0
38.jpg,0.3321686872341168
39.jpg,1.0
40.jpg,1.0
41.jpg,1.0
42.jpg,0.47070707460526623
43.jpg,0.012496372320835204
44.jpg,1.0
45.jpg,1.0
46.jpg,1.0
47.jpg,1.0
48.jpg,1.0
49.jpg,1.0
50.jpg,1.0
51.jpg,0.0
52.jpg,1.0
53.jpg,1.0
54.jpg,0.024112470401749263
55.jpg,1.0
56.jpg,1.0
57.jpg,1.0
58.jpg,0.951005163929947
59.jpg,0.800238617922874
60.jpg,1.0
61.jpg,1.0
62.jpg,1.0
63.jpg,1.0
64.jpg,1.0
65.jpg,1.0
66.jpg,1.0
67.jpg,0.4744354439984169
68.jpg,0.4874926416410211
69.jpg,0.15897453094003966
70.jpg,0.49113414320695653
71.jpg,0.19909335174518877
72.jpg,0.08743282603723183
73.jpg,1.0
74.jpg,1.0
75.jpg,1.0
76.jpg,1.0
77.jpg,0.17197845345330612
78.jpg,1.0
79.jpg,1.0
80.jpg,1.0
81.jpg,1.0
82.jpg,1.0
83.jpg,1.0
84.jpg,1.0
85.jpg,1.0
86.jpg,1.0
87.jpg,0.9566405164522873
88.jpg,1.0
89.jpg,1.0
90.jpg,1.0
91.jpg,1.0
92.jpg,0.009458870427614818
93.jpg,1.0
94.jpg,0.24952711861167148
